Sno,Album_Name,Album_Price,Artist_Name,CopyRight,Customer_Rating,Genre,Price,Released,Song_Name,Time,Group
5653,Nightmare Before Christmas (Special Edition),$11.99 ,"Danny Elfman, Catherine O'Hara & The Citizens of Halloween",â„— 2006 Walt Disney Records,4.11702,"Soundtrack,Music",$1.29 ,24-Oct-06,Finale / Reprise,2:44,Soundtrack
5654,Nightmare Before Christmas (Special Edition),$11.99 ,Danny Elfman,â„— 2006 Walt Disney Records,4.11702,"Soundtrack,Music",$1.29 ,24-Oct-06,Closing,1:26,Soundtrack
5655,Nightmare Before Christmas (Special Edition),$11.99 ,Danny Elfman,â„— 2006 Walt Disney Records,4.11702,"Soundtrack,Music",$1.29 ,24-Oct-06,End Title,5:05,Soundtrack
5656,Nightmare Before Christmas (Special Edition),$11.99 ,Marilyn Manson,â„— 2006 Walt Disney Records,4.11702,"Soundtrack,Music",$1.29 ,24-Oct-06,This Is Halloween,3:22,Soundtrack
5657,Nightmare Before Christmas (Special Edition),$11.99 ,Fiona Apple,â„— 2006 Walt Disney Records,4.11702,"Soundtrack,Music",Album Only,24-Oct-06,Sally's Song,3:20,Soundtrack
5658,Nightmare Before Christmas (Special Edition),$11.99 ,Fall Out Boy,â„— 2006 Walt Disney Records,4.11702,"Soundtrack,Music",Album Only,24-Oct-06,What's This?,3:00,Soundtrack
5659,Nightmare Before Christmas (Special Edition),$11.99 ,She Wants Revenge,â„— 2006 Walt Disney Records,4.11702,"Soundtrack,Music",Album Only,24-Oct-06,Kidnap the Sandy Claws,5:09,Soundtrack
5660,Nightmare Before Christmas (Special Edition),$11.99 ,Panic! At the Disco,â„— 2006 Walt Disney Records,4.11702,"Soundtrack,Music",Album Only,24-Oct-06,This Is Halloween,3:36,Soundtrack
5661,Nightmare Before Christmas (Special Edition),$11.99 ,Danny Elfman,â„— 2006 Walt Disney Records,4.11702,"Soundtrack,Music",$0.99 ,24-Oct-06,Making Christmas,5:34,Soundtrack
5662,Nightmare Before Christmas (Special Edition),$11.99 ,Danny Elfman,â„— 2006 Walt Disney Records,4.11702,"Soundtrack,Music",$0.99 ,24-Oct-06,Oogie Boogie's Song,3:15,Soundtrack
5663,Nightmare Before Christmas (Special Edition),$11.99 ,Danny Elfman,â„— 2006 Walt Disney Records,4.11702,"Soundtrack,Music",$0.99 ,24-Oct-06,Kidnap the Sandy Claws,2:51,Soundtrack
5664,Nightmare Before Christmas (Special Edition),$11.99 ,Danny Elfman,â„— 2006 Walt Disney Records,4.11702,"Soundtrack,Music",$0.99 ,24-Oct-06,This Is Halloween,3:19,Soundtrack
5665,Blended (Original Motion Picture Soundtrack),$10.99 ,Terry Crews & Junior Mambazo,â„— 2014 WaterTower Music,4.64102,"Soundtrack,Music,Soundtrack",$1.29 ,20-May-14,"Exciting, Amazing, Romantic",0:13,Soundtrack
5666,Blended (Original Motion Picture Soundtrack),$10.99 ,The Elected,â„— 2014 WaterTower Music,4.64102,"Soundtrack,Music,Soundtrack",Album Only,20-May-14,Look At Me Now,3:09,Soundtrack
5667,Blended (Original Motion Picture Soundtrack),$10.99 ,Fifth Harmony,â„— 2014 WaterTower Music,4.64102,"Soundtrack,Music,Soundtrack",Album Only,20-May-14,Miss Movinâ€™ On,3:15,Soundtrack
5668,Blended (Original Motion Picture Soundtrack),$10.99 ,Terry Crews & Junior Mambazo,â„— 2014 WaterTower Music,4.64102,"Soundtrack,Music,Soundtrack",$1.29 ,20-May-14,Welcome To Africa,0:58,Soundtrack
5669,Blended (Original Motion Picture Soundtrack),$10.99 ,Terry Crews & Junior Mambazo,â„— 2014 WaterTower Music,4.64102,"Soundtrack,Music,Soundtrack",$1.29 ,20-May-14,You Suck,0:18,Soundtrack
5670,Blended (Original Motion Picture Soundtrack),$10.99 ,Deep Sea Diver,â„— 2014 WaterTower Music,4.64102,"Soundtrack,Music,Soundtrack",Album Only,20-May-14,You Go Running,4:08,Soundtrack
5671,Blended (Original Motion Picture Soundtrack),$10.99 ,Terry Crews & Junior Mambazo,â„— 2014 WaterTower Music,4.64102,"Soundtrack,Music,Soundtrack",$1.29 ,20-May-14,Finally Blending,0:20,Soundtrack
5672,Blended (Original Motion Picture Soundtrack),$10.99 ,Hot Water,â„— 2014 WaterTower Music,4.64102,"Soundtrack,Music,Soundtrack",Album Only,20-May-14,Wamkelekile,3:32,Soundtrack
5673,Blended (Original Motion Picture Soundtrack),$10.99 ,Drew Barrymore,â„— 2014 WaterTower Music,4.64102,"Soundtrack,Music,Soundtrack",$1.29 ,20-May-14,Over the Rainbow,1:22,Soundtrack
5674,Blended (Original Motion Picture Soundtrack),$10.99 ,Ball Park Music,â„— 2014 WaterTower Music,4.64102,"Soundtrack,Music,Soundtrack",Album Only,20-May-14,Itâ€™s Nice To Be Alive,3:30,Soundtrack
5675,Blended (Original Motion Picture Soundtrack),$10.99 ,Terry Crews,â„— 2014 WaterTower Music,4.64102,"Soundtrack,Music,Soundtrack",$1.29 ,20-May-14,Blending & Bonding,0:22,Soundtrack
5676,Blended (Original Motion Picture Soundtrack),$10.99 ,Terry Crews & Junior Mambazo,â„— 2014 WaterTower Music,4.64102,"Soundtrack,Music,Soundtrack",$1.29 ,20-May-14,Love Is a Many Splendored Thing,2:00,Soundtrack
5677,Blended (Original Motion Picture Soundtrack),$10.99 ,The Mowgli's,â„— 2014 WaterTower Music,4.64102,"Soundtrack,Music,Soundtrack",Album Only,20-May-14,"Say It, Just Say It",3:19,Soundtrack
5678,Blended (Original Motion Picture Soundtrack),$10.99 ,Terry Crews & Junior Mambazo,â„— 2014 WaterTower Music,4.64102,"Soundtrack,Music,Soundtrack",$1.29 ,20-May-14,Look Theyâ€™re Blending,0:53,Soundtrack
5679,Blended (Original Motion Picture Soundtrack),$10.99 ,The Sandler Family,â„— 2014 WaterTower Music,4.64102,"Soundtrack,Music,Soundtrack",Album Only,20-May-14,What Do You Love?,2:30,Soundtrack
5680,"Only One Flo, Pt. 1 (Deluxe Version)",$9.99 ,Flo Rida,â„— 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4.16901,"Hip-Hop/Rap,Music,Rap,Dirty South",$1.29 ,26-Nov-10,On and On (feat. Kevin Rudolf),2:58,Hip-Hop
5681,"Only One Flo, Pt. 1 (Deluxe Version)",$9.99 ,Flo Rida,â„— 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4.16901,"Hip-Hop/Rap,Music,Rap,Dirty South",$1.29 ,26-Nov-10,"Turn Around (5, 4, 3, 2, 1)",3:20,Hip-Hop
5682,"Only One Flo, Pt. 1 (Deluxe Version)",$9.99 ,Flo Rida,â„— 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4.16901,"Hip-Hop/Rap,Music,Rap,Dirty South",$1.29 ,26-Nov-10,Come With Me,3:02,Hip-Hop
5683,"Only One Flo, Pt. 1 (Deluxe Version)",$9.99 ,Flo Rida,â„— 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4.16901,"Hip-Hop/Rap,Music,Rap,Dirty South",$1.29 ,26-Nov-10,Who Dat Girl (feat. Akon),3:19,Hip-Hop
5684,"Only One Flo, Pt. 1 (Deluxe Version)",$9.99 ,Flo Rida,â„— 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4.16901,"Hip-Hop/Rap,Music,Rap,Dirty South",$1.29 ,26-Nov-10,21 (feat. Laza Morgan),3:52,Hip-Hop
5685,"Only One Flo, Pt. 1 (Deluxe Version)",$9.99 ,Flo Rida,â„— 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4.16901,"Hip-Hop/Rap,Music,Rap,Dirty South",$1.29 ,26-Nov-10,Respirator,3:12,Hip-Hop
5686,"Only One Flo, Pt. 1 (Deluxe Version)",$9.99 ,Flo Rida,â„— 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4.16901,"Hip-Hop/Rap,Music,Rap,Dirty South",$1.29 ,26-Nov-10,Club Can't Handle Me (feat. David Guetta),3:52,Hip-Hop
5687,"Only One Flo, Pt. 1 (Deluxe Version)",$9.99 ,Flo Rida,â„— 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4.16901,"Hip-Hop/Rap,Music,Rap,Dirty South",$1.29 ,26-Nov-10,"Why You Up In Here (feat. Ludacris, Git Fresh & Gucci Mane)",3:36,Hip-Hop
5688,"Only One Flo, Pt. 1 (Deluxe Version)",$9.99 ,Flo Rida,â„— 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4.16901,"Hip-Hop/Rap,Music,Rap,Dirty South",$1.29 ,26-Nov-10,Momma (Bonus Track),2:53,Hip-Hop
5689,iTunes Festival: London 2009 - EP,$5.99 ,Flo Rida,â„— 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States.,3.56522,"Hip-Hop/Rap,Music",$1.29 ,30-Mar-09,American Superstar (Live),1:52,Hip-Hop
5690,iTunes Festival: London 2009 - EP,$5.99 ,Flo Rida,â„— 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States.,3.56522,"Hip-Hop/Rap,Music",$1.29 ,30-Mar-09,In the Ayer (Live),3:52,Hip-Hop
5691,iTunes Festival: London 2009 - EP,$5.99 ,Flo Rida,â„— 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States.,3.56522,"Hip-Hop/Rap,Music",$1.29 ,30-Mar-09,Right Round (Live),4:57,Hip-Hop
5692,iTunes Festival: London 2009 - EP,$5.99 ,Flo Rida,â„— 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States.,3.56522,"Hip-Hop/Rap,Music",$1.29 ,30-Mar-09,Low (Live),3:57,Hip-Hop
5693,iTunes Festival: London 2009 - EP,$5.99 ,Flo Rida,â„— 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States.,3.56522,"Hip-Hop/Rap,Music",$1.29 ,30-Mar-09,Elevator (Live),1:24,Hip-Hop
5694,iTunes Festival: London 2009 - EP,$5.99 ,Flo Rida,â„— 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States.,3.56522,"Hip-Hop/Rap,Music",$1.29 ,30-Mar-09,Sugar (Live),3:54,Hip-Hop
5695,R.O.O.T.S. (Deluxe Version),$11.99 ,Flo Rida,â„— 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3.32024,"Hip-Hop/Rap,Music",$1.29 ,30-Mar-09,Finally Here,4:02,Hip-Hop
5696,R.O.O.T.S. (Deluxe Version),$11.99 ,Flo Rida,â„— 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3.32024,"Hip-Hop/Rap,Music",$1.29 ,30-Mar-09,Jump (feat. Nelly Furtado),3:28,Hip-Hop
5697,R.O.O.T.S. (Deluxe Version),$11.99 ,Flo Rida,â„— 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3.32024,"Hip-Hop/Rap,Music",$1.29 ,30-Mar-09,Gotta Get It (Dancer),4:00,Hip-Hop
5698,R.O.O.T.S. (Deluxe Version),$11.99 ,Flo Rida,â„— 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3.32024,"Hip-Hop/Rap,Music",$1.29 ,30-Mar-09,Shone (feat. Pleasure P),4:13,Hip-Hop
5699,R.O.O.T.S. (Deluxe Version),$11.99 ,Flo Rida,â„— 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3.32024,"Hip-Hop/Rap,Music",$1.29 ,30-Mar-09,Right Round,3:22,Hip-Hop
5700,R.O.O.T.S. (Deluxe Version),$11.99 ,Flo Rida,â„— 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3.32024,"Hip-Hop/Rap,Music",$1.29 ,30-Mar-09,R.O.O.T.S.,3:45,Hip-Hop
5701,R.O.O.T.S. (Deluxe Version),$11.99 ,Flo Rida,â„— 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3.32024,"Hip-Hop/Rap,Music",$1.29 ,30-Mar-09,Be On You (feat. Ne-Yo),4:03,Hip-Hop
5702,R.O.O.T.S. (Deluxe Version),$11.99 ,Flo Rida,â„— 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3.32024,"Hip-Hop/Rap,Music",$1.29 ,30-Mar-09,Mind On My Money,3:31,Hip-Hop
5703,R.O.O.T.S. (Deluxe Version),$11.99 ,Flo Rida,â„— 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3.32024,"Hip-Hop/Rap,Music",$1.29 ,30-Mar-09,Available (feat. Akon),4:24,Hip-Hop
5704,R.O.O.T.S. (Deluxe Version),$11.99 ,Flo Rida,â„— 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3.32024,"Hip-Hop/Rap,Music",$1.29 ,30-Mar-09,Touch Me,3:10,Hip-Hop
5705,R.O.O.T.S. (Deluxe Version),$11.99 ,Flo Rida,â„— 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3.32024,"Hip-Hop/Rap,Music",$1.29 ,30-Mar-09,Never,4:21,Hip-Hop
5706,R.O.O.T.S. (Deluxe Version),$11.99 ,Flo Rida,â„— 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3.32024,"Hip-Hop/Rap,Music",$1.29 ,30-Mar-09,Sugar (feat. Wynter),4:12,Hip-Hop
5707,R.O.O.T.S. (Deluxe Version),$11.99 ,Flo Rida,â„— 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3.32024,"Hip-Hop/Rap,Music",$1.29 ,30-Mar-09,Rewind (feat. Wyclef Jean),4:29,Hip-Hop
5708,R.O.O.T.S. (Deluxe Version),$11.99 ,Flo Rida,â„— 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3.32024,"Hip-Hop/Rap,Music",Album Only,30-Mar-09,Ha (feat. Brisco & 4 Mill),3:54,Hip-Hop
5709,R.O.O.T.S. (Deluxe Version),$11.99 ,Flo Rida,â„— 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States.,4.07079,"Hip-Hop/Rap,Music",$1.29 ,30-Mar-09,R. O. O. T. S.,3:45,Hip-Hop
5710,R.O.O.T.S. (Deluxe Version),$11.99 ,Flo Rida,â„— 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States.,4.07079,"Hip-Hop/Rap,Music",Album Only,30-Mar-09,Ha (feat. Brisco & 4 Mill) [Bonus Track],3:52,Hip-Hop
5711,"Turn Around (5,4,3,2,1) - Deluxe Single",$1.99 ,Flo Rida,â„— 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States.,4.328,"Hip-Hop/Rap,Music,Electronic,Rap,Dirty South,Dance",$1.29 ,16-Nov-10,"Turn Around (5,4,3,2,1)",3:20,Hip-Hop
5712,"Turn Around (5,4,3,2,1) - Deluxe Single",$1.99 ,Flo Rida,â„— 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States.,4.328,"Hip-Hop/Rap,Music,Electronic,Rap,Dirty South,Dance",Album Only,16-Nov-10,"Turn Around (5,4,3,2,1) [WestFunk & Steve Smart Radio Remix]",3:14,Hip-Hop
5713,"Turn Around (5,4,3,2,1) - Deluxe Single",$1.99 ,Flo Rida,â„— 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States.,4.328,"Hip-Hop/Rap,Music,Electronic,Rap,Dirty South,Dance",$1.29 ,16-Nov-10,"Turn Around (5,4,3,2,1) [DJ Bam Bam Radio Remix]",3:35,Hip-Hop
5714,Who Dat Girl (feat. Akon) - Deluxe Single,$2.99 ,Flo Rida,â„— 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4.38749,"Hip-Hop/Rap,Music",$1.29 ,11-Jan-11,Who Dat Girl (feat. Akon) [8 Barz Club Mix],4:58,Hip-Hop
5715,Who Dat Girl (feat. Akon) - Deluxe Single,$2.99 ,Flo Rida,â„— 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4.38749,"Hip-Hop/Rap,Music",$1.29 ,11-Jan-11,Who Dat Girl (feat. Akon) [Deniz Koyu Radio Edit],3:01,Hip-Hop
5716,To the Sky,$9.99 ,"Kevin Rudolf, Birdman, Jay Sean & Lil Wayne",â„— 2010 Cash Money Records Inc.,4.42999,"Pop,Music,Hip-Hop/Rap,Rap,R&B/Soul,Rock,Hard Rock",$1.29 ,15-Jun-10,I Made It (Cash Money Heroes),4:09,Pop
5717,To the Sky,$9.99 ,Kevin Rudolf & Flo Rida,â„— 2010 Cash Money Records Inc.,4.42999,"Pop,Music,Hip-Hop/Rap,Rap,R&B/Soul,Rock,Hard Rock",$1.29 ,15-Jun-10,You Make the Rain Fall,2:53,Pop
5718,To the Sky,$9.99 ,Kevin Rudolf,â„— 2010 Cash Money Records Inc.,4.42999,"Pop,Music,Hip-Hop/Rap,Rap,R&B/Soul,Rock,Hard Rock",$0.99 ,15-Jun-10,Don't Cry,2:51,Pop
5719,To the Sky,$9.99 ,Kevin Rudolf & Three 6 Mafia,â„— 2010 Cash Money Records Inc.,4.42999,"Pop,Music,Hip-Hop/Rap,Rap,R&B/Soul,Rock,Hard Rock",$0.99 ,15-Jun-10,Whatchu Waiting For,3:16,Pop
5720,To the Sky,$9.99 ,Kevin Rudolf,â„— 2010 Cash Money Records Inc.,4.42999,"Pop,Music,Hip-Hop/Rap,Rap,R&B/Soul,Rock,Hard Rock",$0.99 ,15-Jun-10,Big Timer,3:19,Pop
5721,To the Sky,$9.99 ,Kevin Rudolf,â„— 2010 Cash Money Records Inc.,4.42999,"Pop,Music,Hip-Hop/Rap,Rap,R&B/Soul,Rock,Hard Rock",$0.99 ,15-Jun-10,I Belong to You (Lany),3:13,Pop
5722,To the Sky,$9.99 ,Kevin Rudolf & Rivers Cuomo,â„— 2010 Cash Money Records Inc.,4.42999,"Pop,Music,Hip-Hop/Rap,Rap,R&B/Soul,Rock,Hard Rock",$0.99 ,15-Jun-10,Must Be Dreamin',3:03,Pop
5723,To the Sky,$9.99 ,Kevin Rudolf & Lil Wayne,â„— 2010 Cash Money Records Inc.,4.42999,"Pop,Music,Hip-Hop/Rap,Rap,R&B/Soul,Rock,Hard Rock",$0.99 ,15-Jun-10,Spit In Your Face,4:35,Pop
5724,To the Sky,$9.99 ,Kevin Rudolf,â„— 2010 Cash Money Records Inc.,4.42999,"Pop,Music,Hip-Hop/Rap,Rap,R&B/Soul,Rock,Hard Rock",$0.99 ,15-Jun-10,What Do U Got,3:29,Pop
5725,To the Sky,$9.99 ,Kevin Rudolf & Three 6 Mafia,â„— 2010 Cash Money Records Inc.,4.42999,"Pop,Music,Hip-Hop/Rap,Rap,R&B/Soul,Rock,Hard Rock",$0.99 ,15-Jun-10,Late Night Automatic,2:46,Pop
5726,To the Sky,$9.99 ,Kevin Rudolf,â„— 2010 Cash Money Records Inc.,4.42999,"Pop,Music,Hip-Hop/Rap,Rap,R&B/Soul,Rock,Hard Rock",$0.99 ,15-Jun-10,Crashing Down,3:25,Pop
5727,Anything Goes,$7.99 ,Florida Georgia Line,"â„— 2014 Big Machine Label Group, LLC",4.13217,"Country,Music,Honky Tonk,Urban Cowboy,Contemporary Country",$1.29 ,14-Oct-14,Anything Goes,3:39,Country
5728,Anything Goes,$7.99 ,Florida Georgia Line,"â„— 2014 Big Machine Label Group, LLC",4.13217,"Country,Music,Honky Tonk,Urban Cowboy,Contemporary Country",$1.29 ,14-Oct-14,Sun Daze,3:05,Country
5729,Anything Goes,$7.99 ,Florida Georgia Line,"â„— 2014 Big Machine Label Group, LLC",4.13217,"Country,Music,Honky Tonk,Urban Cowboy,Contemporary Country",$1.29 ,14-Oct-14,Good Good,3:17,Country
5730,Anything Goes,$7.99 ,Florida Georgia Line,"â„— 2014 Big Machine Label Group, LLC",4.13217,"Country,Music,Honky Tonk,Urban Cowboy,Contemporary Country",$1.29 ,14-Oct-14,Dirt,3:51,Country
5731,Anything Goes,$7.99 ,Florida Georgia Line,"â„— 2014 Big Machine Label Group, LLC",4.13217,"Country,Music,Honky Tonk,Urban Cowboy,Contemporary Country",$1.29 ,14-Oct-14,Smile,2:50,Country
5732,Anything Goes,$7.99 ,Florida Georgia Line,"â„— 2014 Big Machine Label Group, LLC",4.13217,"Country,Music,Honky Tonk,Urban Cowboy,Contemporary Country",$1.29 ,14-Oct-14,Sippinâ€™ On Fire,3:14,Country
5733,Anything Goes,$7.99 ,Florida Georgia Line,"â„— 2014 Big Machine Label Group, LLC",4.13217,"Country,Music,Honky Tonk,Urban Cowboy,Contemporary Country",$1.29 ,14-Oct-14,Smoke,3:35,Country
5734,Anything Goes,$7.99 ,Florida Georgia Line,"â„— 2014 Big Machine Label Group, LLC",4.13217,"Country,Music,Honky Tonk,Urban Cowboy,Contemporary Country",$1.29 ,14-Oct-14,Bumpin' the Night,3:42,Country
5735,Anything Goes,$7.99 ,Florida Georgia Line,"â„— 2014 Big Machine Label Group, LLC",4.13217,"Country,Music,Honky Tonk,Urban Cowboy,Contemporary Country",$1.29 ,14-Oct-14,Angel,3:31,Country
5736,Anything Goes,$7.99 ,Florida Georgia Line,"â„— 2014 Big Machine Label Group, LLC",4.13217,"Country,Music,Honky Tonk,Urban Cowboy,Contemporary Country",$1.29 ,14-Oct-14,Confession,3:11,Country
5737,Anything Goes,$7.99 ,Florida Georgia Line,"â„— 2014 Big Machine Label Group, LLC",4.13217,"Country,Music,Honky Tonk,Urban Cowboy,Contemporary Country",$1.29 ,14-Oct-14,Like You Ainâ€™t Even Gone,3:31,Country
5738,Anything Goes,$7.99 ,Florida Georgia Line,"â„— 2014 Big Machine Label Group, LLC",4.13217,"Country,Music,Honky Tonk,Urban Cowboy,Contemporary Country",$1.29 ,14-Oct-14,Every Night,3:06,Country
5739,Here's To the Good Times...This Is How We Roll (Deluxe Version),$9.99 ,Florida Georgia Line,"â„— 2013 Big Machine Label Group, LLC",4.08824,"Country,Music,Urban Cowboy,Honky Tonk,Contemporary Country",$1.29 ,25-Nov-13,Cruise,3:30,Country
5740,Here's To the Good Times...This Is How We Roll (Deluxe Version),$9.99 ,Florida Georgia Line,"â„— 2013 Big Machine Label Group, LLC",4.08824,"Country,Music,Urban Cowboy,Honky Tonk,Contemporary Country",$1.29 ,25-Nov-13,Round Here,3:35,Country
5741,Here's To the Good Times...This Is How We Roll (Deluxe Version),$9.99 ,Florida Georgia Line,"â„— 2013 Big Machine Label Group, LLC",4.08824,"Country,Music,Urban Cowboy,Honky Tonk,Contemporary Country",$1.29 ,25-Nov-13,Get Your Shine On,3:42,Country
5742,Here's To the Good Times...This Is How We Roll (Deluxe Version),$9.99 ,Florida Georgia Line,"â„— 2013 Big Machine Label Group, LLC",4.08824,"Country,Music,Urban Cowboy,Honky Tonk,Contemporary Country",$1.29 ,25-Nov-13,Here's To the Good Times,4:11,Country
5743,Here's To the Good Times...This Is How We Roll (Deluxe Version),$9.99 ,Florida Georgia Line,"â„— 2013 Big Machine Label Group, LLC",4.08824,"Country,Music,Urban Cowboy,Honky Tonk,Contemporary Country",$1.29 ,25-Nov-13,It'z Just What We Do,3:40,Country
5744,Here's To the Good Times...This Is How We Roll (Deluxe Version),$9.99 ,Florida Georgia Line,"â„— 2013 Big Machine Label Group, LLC",4.08824,"Country,Music,Urban Cowboy,Honky Tonk,Contemporary Country",$1.29 ,25-Nov-13,Stay,3:20,Country
5745,Here's To the Good Times...This Is How We Roll (Deluxe Version),$9.99 ,Florida Georgia Line,"â„— 2013 Big Machine Label Group, LLC",4.08824,"Country,Music,Urban Cowboy,Honky Tonk,Contemporary Country",$1.29 ,25-Nov-13,Hell Raisin' Heat of the Summer,3:33,Country
5746,Here's To the Good Times...This Is How We Roll (Deluxe Version),$9.99 ,Florida Georgia Line,"â„— 2013 Big Machine Label Group, LLC",4.08824,"Country,Music,Urban Cowboy,Honky Tonk,Contemporary Country",$1.29 ,25-Nov-13,Tell Me How You Like It,3:47,Country
5747,Here's To the Good Times...This Is How We Roll (Deluxe Version),$9.99 ,Florida Georgia Line,"â„— 2013 Big Machine Label Group, LLC",4.08824,"Country,Music,Urban Cowboy,Honky Tonk,Contemporary Country",$1.29 ,25-Nov-13,Tip It Back,3:46,Country
5748,Here's To the Good Times...This Is How We Roll (Deluxe Version),$9.99 ,Florida Georgia Line,"â„— 2013 Big Machine Label Group, LLC",4.08824,"Country,Music,Urban Cowboy,Honky Tonk,Contemporary Country",$1.29 ,25-Nov-13,"Dayum, Baby (feat. Sarah Buxton)",3:26,Country
5749,Here's To the Good Times...This Is How We Roll (Deluxe Version),$9.99 ,Florida Georgia Line,"â„— 2013 Big Machine Label Group, LLC",4.08824,"Country,Music,Urban Cowboy,Honky Tonk,Contemporary Country",$1.29 ,25-Nov-13,Party People (feat. Jaren Johnston),3:40,Country
5750,Here's To the Good Times...This Is How We Roll (Deluxe Version),$9.99 ,Florida Georgia Line,"â„— 2013 Big Machine Label Group, LLC",4.08824,"Country,Music,Urban Cowboy,Honky Tonk,Contemporary Country",$1.29 ,25-Nov-13,This Is How We Roll (feat. Luke Bryan),3:42,Country
5751,Here's To the Good Times...This Is How We Roll (Deluxe Version),$9.99 ,Florida Georgia Line,"â„— 2013 Big Machine Label Group, LLC",4.08824,"Country,Music,Urban Cowboy,Honky Tonk,Contemporary Country",$1.29 ,25-Nov-13,Take It Out On Me,3:29,Country
5752,Here's To the Good Times...This Is How We Roll (Deluxe Version),$9.99 ,Florida Georgia Line,"â„— 2013 Big Machine Label Group, LLC",4.08824,"Country,Music,Urban Cowboy,Honky Tonk,Contemporary Country",$1.29 ,25-Nov-13,People Back Home,4:02,Country
5753,Here's To the Good Times...This Is How We Roll (Deluxe Version),$9.99 ,Florida Georgia Line,"â„— 2013 Big Machine Label Group, LLC",4.08824,"Country,Music,Urban Cowboy,Honky Tonk,Contemporary Country",$1.29 ,25-Nov-13,Headphones,3:44,Country
5754,Here's To the Good Times...This Is How We Roll (Deluxe Version),$9.99 ,Florida Georgia Line,"â„— 2013 Big Machine Label Group, LLC",4.08824,"Country,Music,Urban Cowboy,Honky Tonk,Contemporary Country",$1.29 ,25-Nov-13,Hands On You,3:11,Country
5755,Here's To the Good Times...This Is How We Roll (Deluxe Version),$9.99 ,Florida Georgia Line,"â„— 2013 Big Machine Label Group, LLC",4.08824,"Country,Music,Urban Cowboy,Honky Tonk,Contemporary Country",$1.29 ,25-Nov-13,Cruise (feat. Nelly) [Remix],3:26,Country
5756,Here's To the Good Times...This Is How We Roll (Deluxe Version),$9.99 ,Florida Georgia Line,"â„— 2013 Big Machine Label Group, LLC",4.08824,"Country,Music,Urban Cowboy,Honky Tonk,Contemporary Country",$1.99 ,25-Nov-13,Cruise (Behind The Scenes/Album Version),4:54,Country
5757,Here's To the Good Times...This Is How We Roll (Deluxe Version),$9.99 ,Florida Georgia Line,"â„— 2013 Big Machine Label Group, LLC",4.08824,"Country,Music,Urban Cowboy,Honky Tonk,Contemporary Country",Album Only,25-Nov-13,Cruise (feat. Nelly) [Remix/Behind The Scenes],2:58,Country
5758,Here's To the Good Times...This Is How We Roll (Deluxe Version),$9.99 ,Florida Georgia Line,"â„— 2013 Big Machine Label Group, LLC",4.08824,"Country,Music,Urban Cowboy,Honky Tonk,Contemporary Country",Album Only,25-Nov-13,Get Your Shine On (Behind The Scenes),12:17,Country
